file_path,class_label
C:/Users/adity/Desktop/Capstone/data/scottish_english_male/scm_06136_00421567318.wav,scottish_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_01208_00933725532.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_07049_02041778368.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_09334_00453176138.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_02436_01094175004.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/scottish_english_male/scm_08421_01892007670.wav,scottish_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_03034_00205933831.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/welsh_english_male/wem_06136_00209542620.wav,welsh_english_male
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_09334_01916260825.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_09697_01390788119.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_07049_00219779569.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/welsh_english_male/wem_04310_01438687037.wav,welsh_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_07060_00701502628.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/scottish_english_female/scf_06136_01426195271.wav,scottish_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_02121_00576936094.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_01523_01700094010.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/welsh_english_male/wem_12484_01901578450.wav,welsh_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_00295_00727042251.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_07060_00701998648.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/midlands_english_male/mim_02484_01428433296.wav,midlands_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_09697_01494066835.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_02436_01199268467.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/scottish_english_female/scf_06136_01061788114.wav,scottish_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_03034_01285648517.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_06592_01960713251.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_00610_01376436345.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_04310_01039897406.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/scottish_english_female/scf_03397_00577179800.wav,scottish_english_female
C:/Users/adity/Desktop/Capstone/data/scottish_english_female/scf_06136_01162101932.wav,scottish_english_female
C:/Users/adity/Desktop/Capstone/data/welsh_english_female/wef_03397_00275780419.wav,welsh_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_09334_00498077466.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_08421_00641558518.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_02436_01269879886.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_01208_01291042130.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_07973_01398192406.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/welsh_english_female/wef_03397_01920825095.wav,welsh_english_female
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_06136_00727489176.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/scottish_english_female/scf_05223_00620050156.wav,scottish_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_00295_01796095621.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/midlands_english_male/mim_03397_00667854572.wav,midlands_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_01523_01694617220.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/scottish_english_male/scm_03397_01116489648.wav,scottish_english_male
C:/Users/adity/Desktop/Capstone/data/scottish_english_male/scm_09334_01792912522.wav,scottish_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_07973_01286071611.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_01523_00136348570.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_00610_01713254008.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_08784_00623355686.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_08784_00018594138.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_07060_00491287734.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/scottish_english_male/scm_03397_01639932105.wav,scottish_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_04766_00512830038.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_02484_00812891518.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_01208_01438293441.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_07508_01788970496.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/scottish_english_male/scm_09334_01702567958.wav,scottish_english_male
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_04310_02022603633.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_02484_01883229506.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_06136_00663782627.wav,southern_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_02436_01502213957.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/welsh_english_male/wem_09334_02064331627.wav,welsh_english_male
C:/Users/adity/Desktop/Capstone/data/welsh_english_male/wem_07049_01017744894.wav,welsh_english_male
C:/Users/adity/Desktop/Capstone/data/scottish_english_female/scf_04310_01655652293.wav,scottish_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_03397_00068136273.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_02484_02090523845.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/midlands_english_female/mif_02484_01180256829.wav,midlands_english_female
C:/Users/adity/Desktop/Capstone/data/welsh_english_female/wef_03397_02102376731.wav,welsh_english_female
C:/Users/adity/Desktop/Capstone/data/welsh_english_female/wef_12484_01329884078.wav,welsh_english_female
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_09799_00353474059.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_06136_00960050331.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_06136_01194269490.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_02436_00470926392.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/welsh_english_male/wem_07049_01090371116.wav,welsh_english_male
C:/Users/adity/Desktop/Capstone/data/welsh_english_male/wem_04310_01639804906.wav,welsh_english_male
C:/Users/adity/Desktop/Capstone/data/midlands_english_female/mif_02484_01617168503.wav,midlands_english_female
C:/Users/adity/Desktop/Capstone/data/northern_english_female/nof_02484_01467957213.wav,northern_english_female
C:/Users/adity/Desktop/Capstone/data/northern_english_male/nom_07049_02031324837.wav,northern_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_02436_02016554688.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/welsh_english_female/wef_09334_01318517590.wav,welsh_english_female
C:/Users/adity/Desktop/Capstone/data/welsh_english_male/wem_07508_00609460682.wav,welsh_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_07060_01238609032.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/scottish_english_male/scm_06136_01673350650.wav,scottish_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_male/som_00295_00697896903.wav,southern_english_male
C:/Users/adity/Desktop/Capstone/data/midlands_english_male/mim_02484_01207604186.wav,midlands_english_male
C:/Users/adity/Desktop/Capstone/data/southern_english_female/sof_08421_01932955088.wav,southern_english_female
